slide_id,slide_path,target,embedding_path,patch_feats_path,coords_path
TC_S01_P000085_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000085_C0001_B101.tif,1.0,../tiger_titan_embeddings_fused_text/TC_S01_P000085_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000085_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000085_C0001_B101_coords.npy
160B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/160B.tif,75.0,../tiger_titan_embeddings_fused_text/160B.npy,../tiger_titan_embeddings_fused_text/160B_patch_feats.npy,../tiger_titan_embeddings_fused_text/160B_coords.npy
TC_S01_P000020_C0001_B207,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000020_C0001_B207.tif,5.0,../tiger_titan_embeddings_fused_text/TC_S01_P000020_C0001_B207.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000020_C0001_B207_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000020_C0001_B207_coords.npy
TC_S01_P000100_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000100_C0001_B101.tif,60.0,../tiger_titan_embeddings_fused_text/TC_S01_P000100_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000100_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000100_C0001_B101_coords.npy
TC_S01_P000160_C0001_B204,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000160_C0001_B204.tif,95.0,../tiger_titan_embeddings_fused_text/TC_S01_P000160_C0001_B204.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000160_C0001_B204_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000160_C0001_B204_coords.npy
121S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/121S.tif,5.0,../tiger_titan_embeddings_fused_text/121S.npy,../tiger_titan_embeddings_fused_text/121S_patch_feats.npy,../tiger_titan_embeddings_fused_text/121S_coords.npy
TC_S01_P000181_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000181_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000181_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000181_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000181_C0001_B101_coords.npy
TC_S01_P000083_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000083_C0001_B101.tif,1.0,../tiger_titan_embeddings_fused_text/TC_S01_P000083_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000083_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000083_C0001_B101_coords.npy
165B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/165B.tif,1.0,../tiger_titan_embeddings_fused_text/165B.npy,../tiger_titan_embeddings_fused_text/165B_patch_feats.npy,../tiger_titan_embeddings_fused_text/165B_coords.npy
TC_S01_P000112_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000112_C0001_B101.tif,75.0,../tiger_titan_embeddings_fused_text/TC_S01_P000112_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000112_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000112_C0001_B101_coords.npy
211B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/211B.tif,20.0,../tiger_titan_embeddings_fused_text/211B.npy,../tiger_titan_embeddings_fused_text/211B_patch_feats.npy,../tiger_titan_embeddings_fused_text/211B_coords.npy
TC_S01_P000052_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000052_C0001_B101.tif,95.0,../tiger_titan_embeddings_fused_text/TC_S01_P000052_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000052_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000052_C0001_B101_coords.npy
146B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/146B.tif,1.0,../tiger_titan_embeddings_fused_text/146B.npy,../tiger_titan_embeddings_fused_text/146B_patch_feats.npy,../tiger_titan_embeddings_fused_text/146B_coords.npy
TC_S01_P000092_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000092_C0001_B101.tif,1.0,../tiger_titan_embeddings_fused_text/TC_S01_P000092_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000092_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000092_C0001_B101_coords.npy
107S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/107S.tif,5.0,../tiger_titan_embeddings_fused_text/107S.npy,../tiger_titan_embeddings_fused_text/107S_patch_feats.npy,../tiger_titan_embeddings_fused_text/107S_coords.npy
161S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/161S.tif,20.0,../tiger_titan_embeddings_fused_text/161S.npy,../tiger_titan_embeddings_fused_text/161S_patch_feats.npy,../tiger_titan_embeddings_fused_text/161S_coords.npy
TC_S01_P000006_C0001_B206,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000006_C0001_B206.tif,90.0,../tiger_titan_embeddings_fused_text/TC_S01_P000006_C0001_B206.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000006_C0001_B206_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000006_C0001_B206_coords.npy
123S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/123S.tif,60.0,../tiger_titan_embeddings_fused_text/123S.npy,../tiger_titan_embeddings_fused_text/123S_patch_feats.npy,../tiger_titan_embeddings_fused_text/123S_coords.npy
TC_S01_P000104_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000104_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000104_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000104_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000104_C0001_B101_coords.npy
112B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/112B.tif,1.0,../tiger_titan_embeddings_fused_text/112B.npy,../tiger_titan_embeddings_fused_text/112B_patch_feats.npy,../tiger_titan_embeddings_fused_text/112B_coords.npy
248B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/248B.tif,10.0,../tiger_titan_embeddings_fused_text/248B.npy,../tiger_titan_embeddings_fused_text/248B_patch_feats.npy,../tiger_titan_embeddings_fused_text/248B_coords.npy
TC_S01_P000124_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000124_C0001_B101.tif,90.0,../tiger_titan_embeddings_fused_text/TC_S01_P000124_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000124_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000124_C0001_B101_coords.npy
TC_S01_P000106_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000106_C0001_B101.tif,40.0,../tiger_titan_embeddings_fused_text/TC_S01_P000106_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000106_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000106_C0001_B101_coords.npy
TC_S01_P000073_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000073_C0001_B101.tif,30.0,../tiger_titan_embeddings_fused_text/TC_S01_P000073_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000073_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000073_C0001_B101_coords.npy
TC_S01_P000058_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000058_C0001_B101.tif,1.0,../tiger_titan_embeddings_fused_text/TC_S01_P000058_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000058_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000058_C0001_B101_coords.npy
TC_S01_P000166_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000166_C0001_B101.tif,1.0,../tiger_titan_embeddings_fused_text/TC_S01_P000166_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000166_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000166_C0001_B101_coords.npy
159S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/159S.tif,1.0,../tiger_titan_embeddings_fused_text/159S.npy,../tiger_titan_embeddings_fused_text/159S_patch_feats.npy,../tiger_titan_embeddings_fused_text/159S_coords.npy
214B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/214B.tif,1.0,../tiger_titan_embeddings_fused_text/214B.npy,../tiger_titan_embeddings_fused_text/214B_patch_feats.npy,../tiger_titan_embeddings_fused_text/214B_coords.npy
TC_S01_P000045_C0001_B106,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000045_C0001_B106.tif,20.0,../tiger_titan_embeddings_fused_text/TC_S01_P000045_C0001_B106.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000045_C0001_B106_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000045_C0001_B106_coords.npy
212B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/212B.tif,5.0,../tiger_titan_embeddings_fused_text/212B.npy,../tiger_titan_embeddings_fused_text/212B_patch_feats.npy,../tiger_titan_embeddings_fused_text/212B_coords.npy
TC_S01_P000063_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000063_C0001_B101.tif,5.0,../tiger_titan_embeddings_fused_text/TC_S01_P000063_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000063_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000063_C0001_B101_coords.npy
208B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/208B.tif,1.0,../tiger_titan_embeddings_fused_text/208B.npy,../tiger_titan_embeddings_fused_text/208B_patch_feats.npy,../tiger_titan_embeddings_fused_text/208B_coords.npy
TC_S01_P000049_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000049_C0001_B101.tif,3.0,../tiger_titan_embeddings_fused_text/TC_S01_P000049_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000049_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000049_C0001_B101_coords.npy
TC_S01_P000123_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000123_C0001_B101.tif,20.0,../tiger_titan_embeddings_fused_text/TC_S01_P000123_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000123_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000123_C0001_B101_coords.npy
TC_S01_P000089_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000089_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000089_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000089_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000089_C0001_B101_coords.npy
132B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/132B.tif,1.0,../tiger_titan_embeddings_fused_text/132B.npy,../tiger_titan_embeddings_fused_text/132B_patch_feats.npy,../tiger_titan_embeddings_fused_text/132B_coords.npy
233B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/233B.tif,1.0,../tiger_titan_embeddings_fused_text/233B.npy,../tiger_titan_embeddings_fused_text/233B_patch_feats.npy,../tiger_titan_embeddings_fused_text/233B_coords.npy
TC_S01_P000139_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000139_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000139_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000139_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000139_C0001_B101_coords.npy
TC_S01_P000093_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000093_C0001_B101.tif,75.0,../tiger_titan_embeddings_fused_text/TC_S01_P000093_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000093_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000093_C0001_B101_coords.npy
TC_S01_P000103_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000103_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000103_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000103_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000103_C0001_B101_coords.npy
TC_S01_P000120_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000120_C0001_B101.tif,60.0,../tiger_titan_embeddings_fused_text/TC_S01_P000120_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000120_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000120_C0001_B101_coords.npy
TC_S01_P000004_C0001_B103,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000004_C0001_B103.tif,95.0,../tiger_titan_embeddings_fused_text/TC_S01_P000004_C0001_B103.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000004_C0001_B103_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000004_C0001_B103_coords.npy
224B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/224B.tif,40.0,../tiger_titan_embeddings_fused_text/224B.npy,../tiger_titan_embeddings_fused_text/224B_patch_feats.npy,../tiger_titan_embeddings_fused_text/224B_coords.npy
105S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/105S.tif,10.0,../tiger_titan_embeddings_fused_text/105S.npy,../tiger_titan_embeddings_fused_text/105S_patch_feats.npy,../tiger_titan_embeddings_fused_text/105S_coords.npy
TC_S01_P000077_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000077_C0001_B101.tif,10.0,../tiger_titan_embeddings_fused_text/TC_S01_P000077_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000077_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000077_C0001_B101_coords.npy
175B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/175B.tif,20.0,../tiger_titan_embeddings_fused_text/175B.npy,../tiger_titan_embeddings_fused_text/175B_patch_feats.npy,../tiger_titan_embeddings_fused_text/175B_coords.npy
106S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/106S.tif,10.0,../tiger_titan_embeddings_fused_text/106S.npy,../tiger_titan_embeddings_fused_text/106S_patch_feats.npy,../tiger_titan_embeddings_fused_text/106S_coords.npy
205B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/205B.tif,1.0,../tiger_titan_embeddings_fused_text/205B.npy,../tiger_titan_embeddings_fused_text/205B_patch_feats.npy,../tiger_titan_embeddings_fused_text/205B_coords.npy
TC_S01_P000134_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000134_C0001_B101.tif,15.0,../tiger_titan_embeddings_fused_text/TC_S01_P000134_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000134_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000134_C0001_B101_coords.npy
TC_S01_P000127_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000127_C0001_B101.tif,15.0,../tiger_titan_embeddings_fused_text/TC_S01_P000127_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000127_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000127_C0001_B101_coords.npy
174S,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/174S.tif,85.0,../tiger_titan_embeddings_fused_text/174S.npy,../tiger_titan_embeddings_fused_text/174S_patch_feats.npy,../tiger_titan_embeddings_fused_text/174S_coords.npy
TC_S01_P000099_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000099_C0001_B101.tif,65.0,../tiger_titan_embeddings_fused_text/TC_S01_P000099_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000099_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000099_C0001_B101_coords.npy
TC_S01_P000122_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000122_C0001_B101.tif,70.0,../tiger_titan_embeddings_fused_text/TC_S01_P000122_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000122_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000122_C0001_B101_coords.npy
155B,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/155B.tif,3.0,../tiger_titan_embeddings_fused_text/155B.npy,../tiger_titan_embeddings_fused_text/155B_patch_feats.npy,../tiger_titan_embeddings_fused_text/155B_coords.npy
TC_S01_P000074_C0001_B101,/bulk/rapae/BMED6460/wsi_project/training_data/wsitils/images/TC_S01_P000074_C0001_B101.tif,5.0,../tiger_titan_embeddings_fused_text/TC_S01_P000074_C0001_B101.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000074_C0001_B101_patch_feats.npy,../tiger_titan_embeddings_fused_text/TC_S01_P000074_C0001_B101_coords.npy
